UnitID,Institution Name,year,Post-covid,Control of institution (HD2023),Carnegie Classification 2025: Institutional Classification (HD2024),Carnegie Classification 2025: Research Activity Designation (HD2024),Carnegie Classification 2025: Institutional Size (HD2024),State abbreviation (HD2022),Full-time retention rate,Percent Admitted,Admission yield,Graduation rate total cohort,Graduation rate - within 4 years total,Total 12-month unduplicated headcount,Instruction expenses per FTE,School Type,expense_group,treat,Post_2017,year_rel
173647,Gustavus Adolphus College,2018,0,2,22,NA,2,MN,87,69,19,78,76,2254,16129,SLA,High Expenses,0,1,1
173647,Gustavus Adolphus College,2019,0,2,22,NA,2,MN,88,71,18,78,73,NA,16278,SLA,High Expenses,0,1,2
173647,Gustavus Adolphus College,2020,0,2,22,NA,2,MN,88,73,20,78,75,2611,16857,SLA,High Expenses,0,1,3
173665,Hamline University,2014,0,2,10,NA,2,MN,83,72,18,65,56,6676,7489,SLA,Low Expenses,0,0,-3
173665,Hamline University,2015,0,2,10,NA,2,MN,79,70,18,63,53,6392,7918,SLA,Low Expenses,0,0,-2
173665,Hamline University,2016,0,2,10,NA,2,MN,79,69,18,59,51,5633,7264,SLA,Low Expenses,0,0,-1
173665,Hamline University,2017,0,2,10,NA,2,MN,84,67,17,67,59,5228,7655,SLA,Low Expenses,0,0,0
173665,Hamline University,2018,0,2,10,NA,2,MN,74,68,18,63,55,4802,7793,SLA,Low Expenses,0,1,1
173665,Hamline University,2019,0,2,10,NA,2,MN,78,69,15,70,63,NA,7524,SLA,Low Expenses,0,1,2
173665,Hamline University,2020,0,2,10,NA,2,MN,74,76,14,65,55,4597,7502,SLA,Low Expenses,0,1,3
173902,Macalester College,2014,0,2,22,NA,2,MN,94,39,25,90,84,2177,19210,SLA,High Expenses,0,0,-3
173902,Macalester College,2015,0,2,22,NA,2,MN,95,37,23,90,85,2238,20370,SLA,High Expenses,0,0,-2
173902,Macalester College,2016,0,2,22,NA,2,MN,93,41,23,88,84,2249,20058,SLA,High Expenses,0,0,-1
173902,Macalester College,2017,0,2,22,NA,2,MN,93,41,25,87,85,2174,20227,SLA,High Expenses,0,0,0
173902,Macalester College,2018,0,2,22,NA,2,MN,96,32,24,90,85,2232,19815,SLA,High Expenses,0,1,1
173902,Macalester College,2019,0,2,22,NA,2,MN,93,39,22,91,86,NA,20882,SLA,High Expenses,0,1,2
173902,Macalester College,2020,0,2,22,NA,2,MN,90,31,21,93,88,2118,22586,SLA,High Expenses,0,1,3
174066,University of Minnesota-Twin Cities,2014,0,1,6,1,5,MN,92,45,28,78,58,64259,13558,LRI,Medium Expenses,1,0,-3
174066,University of Minnesota-Twin Cities,2015,0,1,6,1,5,MN,93,44,27,77,59,63664,13561,LRI,Medium Expenses,1,0,-2
174066,University of Minnesota-Twin Cities,2016,0,1,6,1,5,MN,93,50,29,78,61,64860,15407,LRI,High Expenses,1,0,-1
174066,University of Minnesota-Twin Cities,2017,0,1,6,1,5,MN,93,52,27,80,64,64115,15511,LRI,High Expenses,1,0,0
174066,University of Minnesota-Twin Cities,2018,0,1,6,1,5,MN,93,57,27,80,65,61787,15527,LRI,High Expenses,1,1,1
174066,University of Minnesota-Twin Cities,2019,0,1,6,1,5,MN,93,70,22,83,69,NA,16037,LRI,High Expenses,1,1,2
174066,University of Minnesota-Twin Cities,2020,0,1,6,1,5,MN,93,73,26,84,71,63760,16272,LRI,High Expenses,1,1,3
174251,University of Minnesota-Morris,2014,0,1,22,NA,2,MN,79,60,19,67,54,2034,8474,SLA,Low Expenses,0,0,-3
174251,University of Minnesota-Morris,2015,0,1,22,NA,2,MN,77,58,19,65,51,2020,9136,SLA,Low Expenses,0,0,-2
174251,University of Minnesota-Morris,2016,0,1,22,NA,2,MN,78,64,17,64,50,1912,9566,SLA,Low Expenses,0,0,-1
174251,University of Minnesota-Morris,2017,0,1,22,NA,2,MN,80,63,19,59,50,1778,9634,SLA,Low Expenses,0,0,0
174251,University of Minnesota-Morris,2018,0,1,22,NA,2,MN,78,57,17,66,52,1658,10615,SLA,Medium Expenses,0,1,1
174251,University of Minnesota-Morris,2019,0,1,22,NA,2,MN,79,65,10,58,47,NA,11183,SLA,Medium Expenses,0,1,2
174251,University of Minnesota-Morris,2020,0,1,22,NA,2,MN,78,76,15,60,46,1637,12215,SLA,Medium Expenses,0,1,3
174747,College of Saint Benedict,2014,0,2,22,NA,2,MN,88,74,35,81,74,2042,11311,SLA,Medium Expenses,0,0,-3
174747,College of Saint Benedict,2015,0,2,22,NA,2,MN,91,88,31,85,77,1989,11442,SLA,Medium Expenses,0,0,-2
174747,College of Saint Benedict,2016,0,2,22,NA,2,MN,83,81,32,84,79,2022,12542,SLA,Medium Expenses,0,0,-1
174747,College of Saint Benedict,2017,0,2,22,NA,2,MN,87,83,28,82,76,1975,11268,SLA,Medium Expenses,0,0,0
174747,College of Saint Benedict,2018,0,2,22,NA,2,MN,89,80,27,80,74,1813,11494,SLA,Medium Expenses,0,1,1
174747,College of Saint Benedict,2019,0,2,22,NA,2,MN,85,84,26,80,75,NA,12563,SLA,Medium Expenses,0,1,2
174747,College of Saint Benedict,2020,0,2,22,NA,2,MN,89,92,25,85,80,1789,12460,SLA,Medium Expenses,0,1,3
174792,Saint Johns University,2014,0,2,5,NA,2,MN,88,74,38,80,72,1987,13539,SLA,Medium Expenses,0,0,-3
174792,Saint Johns University,2015,0,2,5,NA,2,MN,85,88,36,77,66,1941,14412,SLA,High Expenses,0,0,-2
174792,Saint Johns University,2016,0,2,5,NA,2,MN,89,80,36,79,72,1933,14496,SLA,High Expenses,0,0,-1
174792,Saint Johns University,2017,0,2,5,NA,2,MN,88,80,33,74,66,1920,13158,SLA,Medium Expenses,0,0,0
174792,Saint Johns University,2018,0,2,5,NA,2,MN,87,78,30,76,68,1856,14168,SLA,High Expenses,0,1,1
174792,Saint Johns University,2019,0,2,5,NA,2,MN,85,81,32,75,70,NA,14381,SLA,High Expenses,0,1,2
174792,Saint Johns University,2020,0,2,5,NA,2,MN,82,89,30,74,69,1799,13950,SLA,Medium Expenses,0,1,3
174844,St Olaf College,2014,0,2,22,NA,2,MN,93,36,28,89,86,3113,16837,SLA,High Expenses,0,0,-3
174844,St Olaf College,2015,0,2,22,NA,2,MN,93,45,30,87,84,3122,16922,SLA,High Expenses,0,0,-2
174844,St Olaf College,2016,0,2,22,NA,2,MN,92,43,31,88,85,3137,17896,SLA,High Expenses,0,0,-1
174844,St Olaf College,2017,0,2,22,NA,2,MN,92,50,29,88,85,3120,18240,SLA,High Expenses,0,0,0
174844,St Olaf College,2018,0,2,22,NA,2,MN,91,48,30,86,82,3119,18122,SLA,High Expenses,0,1,1
174844,St Olaf College,2019,0,2,22,NA,2,MN,91,51,27,86,81,NA,18138,SLA,High Expenses,0,1,2
174844,St Olaf College,2020,0,2,22,NA,2,MN,91,47,25,85,82,3149,18147,SLA,High Expenses,0,1,3
177339,Evangel University,2014,0,2,18,NA,2,MO,75,61,40,48,34,2154,6895,SLA,Low Expenses,0,0,-3
177339,Evangel University,2015,0,2,18,NA,2,MO,71,75,46,54,38,2102,7244,SLA,Low Expenses,0,0,-2
177339,Evangel University,2016,0,2,18,NA,2,MO,76,99,44,55,44,2312,7243,SLA,Low Expenses,0,0,-1
177339,Evangel University,2017,0,2,18,NA,2,MO,79,79,41,48,31,2288,5237,SLA,Low Expenses,0,0,0
177339,Evangel University,2018,0,2,18,NA,2,MO,79,97,42,51,38,2308,5550,SLA,Low Expenses,0,1,1
177339,Evangel University,2019,0,2,18,NA,2,MO,80,95,41,56,44,NA,4784,SLA,Low Expenses,0,1,2
177339,Evangel University,2020,0,2,18,NA,2,MO,80,64,39,55,27,2459,4750,SLA,Low Expenses,0,1,3
178396,University of Missouri-Columbia,2014,0,1,16,1,4,MO,86,78,36,69,46,39073,11448,LRI,Medium Expenses,1,0,-3
178396,University of Missouri-Columbia,2015,0,1,16,1,4,MO,87,75,30,69,46,39040,11956,LRI,Medium Expenses,1,0,-2
178396,University of Missouri-Columbia,2016,0,1,16,1,4,MO,86,78,32,68,44,36780,11477,LRI,Medium Expenses,1,0,-1
178396,University of Missouri-Columbia,2017,0,1,16,1,4,MO,87,78,32,68,44,34329,12083,LRI,Medium Expenses,1,0,0
178396,University of Missouri-Columbia,2018,0,1,16,1,4,MO,87,81,34,69,46,33333,12543,LRI,Medium Expenses,1,1,1
178396,University of Missouri-Columbia,2019,0,1,16,1,4,MO,88,82,31,71,48,NA,14153,LRI,High Expenses,1,1,2
178396,University of Missouri-Columbia,2020,0,1,16,1,4,MO,89,77,32,73,50,32916,13410,LRI,Medium Expenses,1,1,3
179548,Stephens College,2014,0,2,20,NA,2,MO,61,68,23,49,46,983,9552,SLA,Low Expenses,0,0,-3
179548,Stephens College,2015,0,2,20,NA,2,MO,72,61,22,55,27,994,10009,SLA,Medium Expenses,0,0,-2
179548,Stephens College,2016,0,2,20,NA,2,MO,68,53,19,48,47,1026,10726,SLA,Medium Expenses,0,0,-1
179548,Stephens College,2017,0,2,20,NA,2,MO,61,59,20,61,59,920,10033,SLA,Medium Expenses,0,0,0
179548,Stephens College,2018,0,2,20,NA,2,MO,64,56,20,50,47,784,11862,SLA,Medium Expenses,0,1,1
179548,Stephens College,2019,0,2,20,NA,2,MO,63,64,18,46,42,NA,13461,SLA,Medium Expenses,0,1,2
179548,Stephens College,2020,0,2,20,NA,2,MO,77,64,23,59,15,751,13826,SLA,Medium Expenses,0,1,3
179946,Westminster College,2014,0,2,5,NA,2,MO,78,64,21,66,50,975,6678,SLA,Low Expenses,0,0,-3
179946,Westminster College,2015,0,2,5,NA,2,MO,83,65,20,66,48,1052,6252,SLA,Low Expenses,0,0,-2
179946,Westminster College,2016,0,2,5,NA,2,MO,76,90,19,64,56,972,7190,SLA,Low Expenses,0,0,-1
179946,Westminster College,2017,0,2,5,NA,2,MO,73,94,21,65,57,843,7113,SLA,Low Expenses,0,0,0
179946,Westminster College,2018,0,2,5,NA,2,MO,76,96,19,58,49,739,7073,SLA,Low Expenses,0,1,1
179946,Westminster College,2019,0,2,5,NA,2,MO,77,97,19,59,46,NA,7736,SLA,Low Expenses,0,1,2
179946,Westminster College,2020,0,2,5,NA,2,MO,73,97,13,60,49,683,8314,SLA,Low Expenses,0,1,3
179955,William Jewell College,2014,0,2,15,NA,2,MO,77,49,34,60,57,1165,9847,SLA,Low Expenses,0,0,-3
179955,William Jewell College,2015,0,2,15,NA,2,MO,82,51,23,62,56,1164,9806,SLA,Low Expenses,0,0,-2
179955,William Jewell College,2016,0,2,15,NA,2,MO,78,48,25,63,60,1092,10114,SLA,Medium Expenses,0,0,-1
179955,William Jewell College,2017,0,2,15,NA,2,MO,78,46,28,59,54,1037,10934,SLA,Medium Expenses,0,0,0
179955,William Jewell College,2018,0,2,15,NA,2,MO,73,46,31,65,57,868,11989,SLA,Medium Expenses,0,1,1
179955,William Jewell College,2019,0,2,15,NA,2,MO,78,36,34,63,53,NA,12443,SLA,Medium Expenses,0,1,2
179955,William Jewell College,2020,0,2,15,NA,2,MO,77,47,34,67,62,819,13054,SLA,Medium Expenses,0,1,3
181020,Doane University,2014,0,2,20,NA,2,NE,72,77,23,59,55,1079,10364,SLA,Medium Expenses,0,0,-3
181020,Doane University,2015,0,2,20,NA,2,NE,69,76,20,61,57,1078,11677,SLA,Medium Expenses,0,0,-2
181020,Doane University,2016,0,2,20,NA,2,NE,71,65,19,59,50,1072,12047,SLA,Medium Expenses,0,0,-1
181020,Doane University,2017,0,2,20,NA,2,NE,78,68,14,63,59,1089,12389,SLA,Medium Expenses,0,0,0
181020,Doane University,2018,0,2,20,NA,2,NE,71,71,21,65,52,3416,12006,SLA,Medium Expenses,0,1,1
181020,Doane University,2019,0,2,20,NA,2,NE,71,69,20,54,44,NA,10595,SLA,Medium Expenses,0,1,2
181020,Doane University,2020,0,2,20,NA,2,NE,77,77,17,60,55,3197,9555,SLA,Low Expenses,0,1,3
181127,Hastings College,2014,0,2,15,NA,2,NE,74,71,24,59,48,1349,8140,SLA,Low Expenses,0,0,-3
181127,Hastings College,2015,0,2,15,NA,2,NE,71,64,25,58,46,1385,7679,SLA,Low Expenses,0,0,-2
181127,Hastings College,2016,0,2,15,NA,2,NE,65,68,23,58,46,1336,7506,SLA,Low Expenses,0,0,-1
181127,Hastings College,2017,0,2,15,NA,2,NE,68,64,21,55,46,1288,8153,SLA,Low Expenses,0,0,0
181127,Hastings College,2018,0,2,15,NA,2,NE,66,67,25,53,47,1133,7416,SLA,Low Expenses,0,1,1
181127,Hastings College,2019,0,2,15,NA,2,NE,66,66,21,59,49,NA,8363,SLA,Low Expenses,0,1,2
181127,Hastings College,2020,0,2,15,NA,2,NE,71,71,19,60,51,1043,8667,SLA,Low Expenses,0,1,3
181464,University of Nebraska-Lincoln,2014,0,1,16,1,4,NE,84,76,62,67,33,27004,10896,LRI,Medium Expenses,1,0,-3
181464,University of Nebraska-Lincoln,2015,0,1,16,1,4,NE,83,75,58,67,33,27908,11289,LRI,Medium Expenses,1,0,-2
181464,University of Nebraska-Lincoln,2016,0,1,16,1,4,NE,82,64,51,67,36,28550,10385,LRI,Medium Expenses,1,0,-1
181464,University of Nebraska-Lincoln,2017,0,1,16,1,4,NE,83,80,40,68,39,28642,12043,LRI,Medium Expenses,1,0,0
181464,University of Nebraska-Lincoln,2018,0,1,16,1,4,NE,83,78,36,69,41,28686,12222,LRI,Medium Expenses,1,1,1
181464,University of Nebraska-Lincoln,2019,0,1,16,1,4,NE,81,78,35,66,41,NA,12285,LRI,Medium Expenses,1,1,2
181464,University of Nebraska-Lincoln,2020,0,1,16,1,4,NE,85,81,33,66,42,32498,11055,LRI,Medium Expenses,1,1,3
201441,Bowling Green State University-Main Campus,2014,0,1,16,2,4,OH,76,73,32,55,32,18975,8710,LRI,Low Expenses,1,0,-3
201441,Bowling Green State University-Main Campus,2015,0,1,16,2,4,OH,78,76,30,57,34,19460,8559,LRI,Low Expenses,1,0,-2
201441,Bowling Green State University-Main Campus,2016,0,1,16,2,4,OH,76,73,29,55,34,20395,8865,LRI,Low Expenses,1,0,-1
201441,Bowling Green State University-Main Campus,2017,0,1,16,2,4,OH,77,72,27,53,35,20459,9390,LRI,Low Expenses,1,0,0
201441,Bowling Green State University-Main Campus,2018,0,1,16,2,4,OH,77,72,27,56,38,20534,7874,LRI,Low Expenses,1,1,1
201441,Bowling Green State University-Main Campus,2019,0,1,16,2,4,OH,77,75,24,61,42,NA,8989,LRI,Low Expenses,1,1,2
201441,Bowling Green State University-Main Campus,2020,0,1,16,2,4,OH,79,79,19,62,44,20945,9073,LRI,Low Expenses,1,1,3
201885,University of Cincinnati-Main Campus,2014,0,1,16,1,5,OH,86,86,34,60,28,40996,10072,LRI,Medium Expenses,1,0,-3
201885,University of Cincinnati-Main Campus,2015,0,1,16,1,5,OH,88,76,34,62,28,41712,10378,LRI,Medium Expenses,1,0,-2
201885,University of Cincinnati-Main Campus,2016,0,1,16,1,5,OH,88,76,33,67,31,42252,11306,LRI,Medium Expenses,1,0,-1
201885,University of Cincinnati-Main Campus,2017,0,1,16,1,5,OH,86,73,31,69,33,43326,11854,LRI,Medium Expenses,1,0,0
201885,University of Cincinnati-Main Campus,2018,0,1,16,1,5,OH,86,77,30,68,34,43692,11102,LRI,Medium Expenses,1,1,1
201885,University of Cincinnati-Main Campus,2019,0,1,16,1,5,OH,88,76,29,71,35,NA,11744,LRI,Medium Expenses,1,1,2
201885,University of Cincinnati-Main Campus,2020,0,1,16,1,5,OH,88,85,25,73,37,46140,11284,LRI,Medium Expenses,1,1,3
202523,Denison University,2014,0,2,22,NA,2,OH,89,48,22,82,79,2285,17967,SLA,High Expenses,0,0,-3
202523,Denison University,2015,0,2,22,NA,2,OH,87,44,21,80,77,2283,18898,SLA,High Expenses,0,0,-2
202523,Denison University,2016,0,2,22,NA,2,OH,89,37,22,80,77,2290,19793,SLA,High Expenses,0,0,-1
202523,Denison University,2017,0,2,22,NA,2,OH,91,34,24,86,83,2376,19139,SLA,High Expenses,0,0,0
202523,Denison University,2018,0,2,22,NA,2,OH,89,29,24,85,82,2422,18323,SLA,High Expenses,0,1,1
202523,Denison University,2019,0,2,22,NA,2,OH,90,28,24,82,78,NA,19348,SLA,High Expenses,0,1,2
202523,Denison University,2020,0,2,22,NA,2,OH,85,28,24,80,77,2432,20958,SLA,High Expenses,0,1,3
203085,Heidelberg University,2014,0,2,10,NA,2,OH,68,79,30,47,35,1563,9017,SLA,Low Expenses,0,0,-3
203085,Heidelberg University,2015,0,2,10,NA,2,OH,62,79,28,39,31,1429,9240,SLA,Low Expenses,0,0,-2
203085,Heidelberg University,2016,0,2,10,NA,2,OH,78,76,24,49,41,1490,9823,SLA,Low Expenses,0,0,-1
203085,Heidelberg University,2017,0,2,10,NA,2,OH,67,73,26,49,39,1462,9100,SLA,Low Expenses,0,0,0
203085,Heidelberg University,2018,0,2,10,NA,2,OH,67,75,26,50,39,1409,9670,SLA,Low Expenses,0,1,1
203085,Heidelberg University,2019,0,2,10,NA,2,OH,72,81,21,51,44,NA,9788,SLA,Low Expenses,0,1,2
203085,Heidelberg University,2020,0,2,10,NA,2,OH,78,86,17,52,46,1364,9110,SLA,Low Expenses,0,1,3
203128,Hiram College,2014,0,2,5,NA,2,OH,69,58,15,63,57,1383,9183,SLA,Low Expenses,0,0,-3
203128,Hiram College,2015,0,2,5,NA,2,OH,66,54,15,60,53,1242,8971,SLA,Low Expenses,0,0,-2
203128,Hiram College,2016,0,2,5,NA,2,OH,70,64,15,61,54,1233,11104,SLA,Medium Expenses,0,0,-1
203128,Hiram College,2017,0,2,5,NA,2,OH,70,58,15,56,50,1420,10152,SLA,Medium Expenses,0,0,0
203128,Hiram College,2018,0,2,5,NA,2,OH,76,60,13,58,52,1364,11215,SLA,Medium Expenses,0,1,1
203128,Hiram College,2019,0,2,5,NA,2,OH,68,93,16,54,45,NA,9538,SLA,Low Expenses,0,1,2
203128,Hiram College,2020,0,2,5,NA,2,OH,75,93,14,50,41,1437,8281,SLA,Low Expenses,0,1,3
203368,John Carroll University,2014,0,2,10,NA,2,OH,85,82,23,71,60,4006,9268,SLA,Low Expenses,0,0,-3
203368,John Carroll University,2015,0,2,10,NA,2,OH,85,83,22,73,57,4150,9932,SLA,Medium Expenses,0,0,-2
203368,John Carroll University,2016,0,2,10,NA,2,OH,84,85,23,76,65,4023,9479,SLA,Low Expenses,0,0,-1
203368,John Carroll University,2017,0,2,10,NA,2,OH,86,83,25,78,72,4018,10348,SLA,Medium Expenses,0,0,0
203368,John Carroll University,2018,0,2,10,NA,2,OH,83,86,22,78,69,4042,10692,SLA,Medium Expenses,0,1,1
203368,John Carroll University,2019,0,2,10,NA,2,OH,89,88,20,76,68,NA,10315,SLA,Medium Expenses,0,1,2
203368,John Carroll University,2020,0,2,10,NA,2,OH,84,88,17,75,67,3857,10896,SLA,Medium Expenses,0,1,3
203517,Kent State University at Kent,2014,0,1,16,1,4,OH,82,85,32,55,31,35386,7718,LRI,Low Expenses,1,0,-3
203517,Kent State University at Kent,2015,0,1,16,1,4,OH,81,85,32,56,32,36070,7666,LRI,Low Expenses,1,0,-2
203517,Kent State University at Kent,2016,0,1,16,1,4,OH,82,88,32,55,32,35611,7943,LRI,Low Expenses,1,0,-1
203517,Kent State University at Kent,2017,0,1,16,1,4,OH,80,85,32,58,34,34023,8971,LRI,Low Expenses,1,0,0
203517,Kent State University at Kent,2018,0,1,16,1,4,OH,81,86,31,60,37,33013,6718,LRI,Low Expenses,1,1,1
203517,Kent State University at Kent,2019,0,1,16,1,4,OH,81,84,25,62,51,NA,8961,LRI,Low Expenses,1,1,2
203517,Kent State University at Kent,2020,0,1,16,1,4,OH,82,87,23,65,55,32341,9122,LRI,Low Expenses,1,1,3
203535,Kenyon College,2014,0,2,22,NA,2,OH,94,26,29,89,89,1764,22319,SLA,High Expenses,0,0,-3
203535,Kenyon College,2015,0,2,22,NA,2,OH,93,27,29,87,84,1764,21910,SLA,High Expenses,0,0,-2
203535,Kenyon College,2016,0,2,22,NA,2,OH,91,34,24,90,89,1795,22093,SLA,High Expenses,0,0,-1
203535,Kenyon College,2017,0,2,22,NA,2,OH,93,36,24,91,86,1768,22831,SLA,High Expenses,0,0,0
203535,Kenyon College,2018,0,2,22,NA,2,OH,91,34,21,87,85,1831,23503,SLA,High Expenses,0,1,1
203535,Kenyon College,2019,0,2,22,NA,2,OH,89,37,18,91,87,NA,24415,SLA,High Expenses,0,1,2
203535,Kenyon College,2020,0,2,22,NA,2,OH,89,37,18,89,86,1832,22699,SLA,High Expenses,0,1,3
204024,Miami University-Oxford,2014,0,1,19,2,4,OH,90,65,21,79,66,20802,10181,LRI,Medium Expenses,1,0,-3
204024,Miami University-Oxford,2015,0,1,19,2,4,OH,90,65,20,80,65,21235,10679,LRI,Medium Expenses,1,0,-2
204024,Miami University-Oxford,2016,0,1,19,2,4,OH,92,68,19,78,66,21717,10786,LRI,Medium Expenses,1,0,-1
204024,Miami University-Oxford,2017,0,1,19,2,4,OH,91,75,18,79,67,21731,11720,LRI,Medium Expenses,1,0,0
204024,Miami University-Oxford,2018,0,1,19,2,4,OH,92,80,19,80,68,22010,11259,LRI,Medium Expenses,1,1,1
204024,Miami University-Oxford,2019,0,1,19,2,4,OH,89,92,15,81,71,NA,11232,LRI,Medium Expenses,1,1,2
204024,Miami University-Oxford,2020,0,1,19,2,4,OH,88,89,17,82,71,21667,11180,LRI,Medium Expenses,1,1,3
204185,University of Mount Union,2014,0,2,15,NA,2,OH,78,75,31,63,51,2345,9277,SLA,Low Expenses,0,0,-3
204185,University of Mount Union,2015,0,2,15,NA,2,OH,78,77,33,61,54,2290,9094,SLA,Low Expenses,0,0,-2
204185,University of Mount Union,2016,0,2,15,NA,2,OH,79,81,33,59,53,2386,9515,SLA,Low Expenses,0,0,-1
204185,University of Mount Union,2017,0,2,15,NA,2,OH,75,96,27,62,55,2423,9661,SLA,Low Expenses,0,0,0
204185,University of Mount Union,2018,0,2,15,NA,2,OH,77,77,23,64,54,2453,9469,SLA,Low Expenses,0,1,1
204185,University of Mount Union,2019,0,2,15,NA,2,OH,72,77,21,66,58,NA,9698,SLA,Low Expenses,0,1,2
204185,University of Mount Union,2020,0,2,15,NA,2,OH,76,80,18,66,58,2411,9273,SLA,Low Expenses,0,1,3
204264,Muskingum University,2014,0,2,15,NA,2,OH,71,74,25,53,37,3558,8808,SLA,Low Expenses,0,0,-3
204264,Muskingum University,2015,0,2,15,NA,2,OH,74,77,23,52,34,3380,9178,SLA,Low Expenses,0,0,-2
204264,Muskingum University,2016,0,2,15,NA,2,OH,66,74,28,54,38,2253,9010,SLA,Low Expenses,0,0,-1
204264,Muskingum University,2017,0,2,15,NA,2,OH,75,72,24,48,34,3039,9994,SLA,Medium Expenses,0,0,0
204264,Muskingum University,2018,0,2,15,NA,2,OH,76,81,20,51,36,3222,9664,SLA,Low Expenses,0,1,1
204264,Muskingum University,2019,0,2,15,NA,2,OH,72,80,20,53,39,NA,9750,SLA,Low Expenses,0,1,2
204264,Muskingum University,2020,0,2,15,NA,2,OH,73,86,20,56,42,3045,9001,SLA,Low Expenses,0,1,3
204501,Oberlin College,2014,0,2,22,NA,2,OH,94,29,35,88,76,3094,28894,SLA,High Expenses,0,0,-3
204501,Oberlin College,2015,0,2,22,NA,2,OH,92,28,32,88,76,3061,28867,SLA,High Expenses,0,0,-2
204501,Oberlin College,2016,0,2,22,NA,2,OH,89,34,28,85,71,3051,30431,SLA,High Expenses,0,0,-1
204501,Oberlin College,2017,0,2,22,NA,2,OH,91,36,30,86,75,2975,30625,SLA,High Expenses,0,0,0
204501,Oberlin College,2018,0,2,22,NA,2,OH,89,36,28,86,75,2939,29472,SLA,High Expenses,0,1,1
204501,Oberlin College,2019,0,2,22,NA,2,OH,91,35,21,86,76,NA,27684,SLA,High Expenses,0,1,2
204501,Oberlin College,2020,0,2,22,NA,2,OH,83,34,24,86,77,3057,25740,SLA,High Expenses,0,1,3
204796,Ohio State University-Main Campus,2014,0,1,6,1,5,OH,94,49,35,83,61,63485,16075,LRI,High Expenses,1,0,-3
204796,Ohio State University-Main Campus,2015,0,1,6,1,5,OH,94,54,33,83,59,63735,17523,LRI,High Expenses,1,0,-2
204796,Ohio State University-Main Campus,2016,0,1,6,1,5,OH,94,48,31,84,59,64723,18403,LRI,High Expenses,1,0,-1
204796,Ohio State University-Main Campus,2017,0,1,6,1,5,OH,94,52,32,83,59,64924,18302,LRI,High Expenses,1,0,0
204796,Ohio State University-Main Campus,2018,0,1,6,1,5,OH,95,54,30,84,59,66178,14779,LRI,High Expenses,1,1,1
204796,Ohio State University-Main Campus,2019,0,1,6,1,5,OH,94,68,26,86,62,NA,18477,LRI,High Expenses,1,1,2
204796,Ohio State University-Main Campus,2020,0,1,6,1,5,OH,94,57,25,87,65,66017,18429,LRI,High Expenses,1,1,3
204857,Ohio University-Main Campus,2014,0,1,16,1,4,OH,80,74,28,67,49,34771,9704,LRI,Low Expenses,1,0,-3
204857,Ohio University-Main Campus,2015,0,1,16,1,4,OH,79,75,28,67,48,35053,9455,LRI,Low Expenses,1,0,-2
204857,Ohio University-Main Campus,2016,0,1,16,1,4,OH,82,74,21,64,46,33991,9867,LRI,Low Expenses,1,0,-1
204857,Ohio University-Main Campus,2017,0,1,16,1,4,OH,80,78,22,64,44,33764,11004,LRI,Medium Expenses,1,0,0
204857,Ohio University-Main Campus,2018,0,1,16,1,4,OH,81,82,19,64,45,33920,9847,LRI,Low Expenses,1,1,1
204857,Ohio University-Main Campus,2019,0,1,16,1,4,OH,82,87,16,65,45,NA,10262,LRI,Medium Expenses,1,1,2
204857,Ohio University-Main Campus,2020,0,1,16,1,4,OH,81,89,19,66,48,31679,11176,LRI,Medium Expenses,1,1,3
204909,Ohio Wesleyan University,2014,0,2,22,NA,2,OH,79,75,15,66,60,1793,13075,SLA,Medium Expenses,0,0,-3
204909,Ohio Wesleyan University,2015,0,2,22,NA,2,OH,79,72,17,71,64,1734,14437,SLA,High Expenses,0,0,-2
204909,Ohio Wesleyan University,2016,0,2,22,NA,2,OH,81,71,15,67,62,1712,14783,SLA,High Expenses,0,0,-1
204909,Ohio Wesleyan University,2017,0,2,22,NA,2,OH,78,69,14,70,62,1603,15903,SLA,High Expenses,0,0,0
204909,Ohio Wesleyan University,2018,0,2,22,NA,2,OH,77,67,14,67,61,1611,16019,SLA,High Expenses,0,1,1
204909,Ohio Wesleyan University,2019,0,2,22,NA,2,OH,78,68,15,65,59,NA,16229,SLA,High Expenses,0,1,2
204909,Ohio Wesleyan University,2020,0,2,22,NA,2,OH,82,74,14,67,60,1695,15404,SLA,High Expenses,0,1,3
205443,Shawnee State University,2014,0,1,15,NA,2,OH,57,NA,NA,31,13,4964,5874,SLA,Low Expenses,0,0,-3
205443,Shawnee State University,2015,0,1,15,NA,2,OH,64,74,32,36,12,4658,5931,SLA,Low Expenses,0,0,-2
205443,Shawnee State University,2016,0,1,15,NA,2,OH,72,69,35,30,25,3972,6276,SLA,Low Expenses,0,0,-1
205443,Shawnee State University,2017,0,1,15,NA,2,OH,68,NA,NA,29,13,4080,7120,SLA,Low Expenses,0,0,0
205443,Shawnee State University,2018,0,1,15,NA,2,OH,70,NA,NA,32,16,3994,7103,SLA,Low Expenses,0,1,1
205443,Shawnee State University,2019,0,1,15,NA,2,OH,78,NA,NA,35,10,NA,7119,SLA,Low Expenses,0,1,2
205443,Shawnee State University,2020,0,1,15,NA,2,OH,74,NA,NA,41,27,4810,6335,SLA,Low Expenses,0,1,3
206525,Wittenberg University,2014,0,2,22,NA,2,OH,80,77,10,69,26,2157,10139,SLA,Medium Expenses,0,0,-3
